file,modelo,time,score
JID-9361.jpg,full_int8,69,-2.867e+36
Cars419.png,full_int8,70,-2.867e+36
KVT-4240.jpg,full_int8,69,-2.867e+36
KPW-4317.jpg,full_int8,69,-2.867e+36
Cars405.png,full_int8,69,-2.867e+36
Cars422.png,full_int8,69,-2.867e+36
Cars428.png,full_int8,69,-2.867e+36
FJY-9514 (3).jpg,full_int8,69,-2.867e+36
Cars404.png,full_int8,69,-2.867e+36
Cars416.png,full_int8,69,-2.867e+36
Cars417.png,full_int8,70,-2.867e+36
Cars407.png,full_int8,69,-2.867e+36
DSQ-6618 (2).jpg,full_int8,69,-2.867e+36
Cars425.png,full_int8,68,-2.867e+36
Cars431.png,full_int8,69,-2.867e+36
Cars430.png,full_int8,69,-2.867e+36
HSY-3077.jpg,full_int8,69,-2.867e+36
Cars415.png,full_int8,69,-2.867e+36
IMG_0466.jpg,full_int8,68,-2.867e+36
Cars400.png,full_int8,70,-2.867e+36
KKK-2098.jpg,full_int8,69,-2.867e+36
Cars408.png,full_int8,74,-2.867e+36
Cars420.png,full_int8,68,-2.867e+36
Cars412.png,full_int8,69,-2.867e+36
Cars401.png,full_int8,69,-2.867e+36
Cars402.png,full_int8,69,-2.867e+36
AHH-0999.jpg,full_int8,69,-2.867e+36
IMG_0475.jpg,full_int8,70,-2.867e+36
Cars409.png,full_int8,69,-2.867e+36
Cars410.png,full_int8,69,-2.867e+36
KZD-5187.jpg,full_int8,72,-2.867e+36
IMG_0467.jpg,full_int8,69,-2.867e+36
IMG_0470.jpg,full_int8,73,-2.867e+36
Cars406.png,full_int8,70,-2.867e+36
Cars403.png,full_int8,69,-2.867e+36
Cars424.png,dynamic,187,0.559841
KJD-0885.jpg,dynamic,165,0.815529
Cars426.png,dynamic,165,0.727313
Cars414.png,dynamic,164,0.0787862
Cars427.png,dynamic,164,0.0688359
Cars413.png,dynamic,164,0.226385
LBS-2737.jpg,dynamic,165,0.839297
Cars418.png,dynamic,164,0.727066
Cars432.png,dynamic,167,0.851093
Cars429.png,dynamic,165,0.190149
IMG_0387.jpg,dynamic,164,0.745042
CYU-8900.jpg,dynamic,164,0.688793
Cars423.png,dynamic,164,0.823366
Cars411.png,dynamic,164,0.842485
Cars421.png,dynamic,164,0.0929113
JID-9361.jpg,dynamic,168,0.798675
Cars419.png,dynamic,166,0.907203
KVT-4240.jpg,dynamic,166,0.838619
KPW-4317.jpg,dynamic,164,0.876206
Cars405.png,dynamic,164,0.199019
Cars422.png,dynamic,166,0.0692839
Cars428.png,dynamic,165,0.911199
FJY-9514 (3).jpg,dynamic,165,0.834485
Cars404.png,dynamic,165,0.793674
Cars416.png,dynamic,165,0.203961
Cars417.png,dynamic,165,0.719852
Cars407.png,dynamic,165,0.338459
DSQ-6618 (2).jpg,dynamic,165,0.865279
Cars425.png,dynamic,166,0.908163
Cars431.png,dynamic,165,0.073932
Cars430.png,dynamic,165,0.531348
HSY-3077.jpg,dynamic,165,0.80128
Cars415.png,dynamic,165,0.53904
IMG_0466.jpg,dynamic,165,0.720533
Cars400.png,dynamic,165,0.472929
KKK-2098.jpg,dynamic,165,0.327337
Cars408.png,dynamic,165,0.0789601
Cars420.png,dynamic,165,0.259261
Cars412.png,dynamic,165,0.904534
Cars401.png,dynamic,164,0.605147
Cars402.png,dynamic,173,0.105567
AHH-0999.jpg,dynamic,166,0.785853
IMG_0475.jpg,dynamic,165,0.779957
Cars409.png,dynamic,165,0.358018
Cars410.png,dynamic,165,0.809797
KZD-5187.jpg,dynamic,165,0.825658
IMG_0467.jpg,dynamic,168,0.716514
IMG_0470.jpg,dynamic,165,0.841367
Cars406.png,dynamic,166,0.884605
Cars403.png,dynamic,164,0.332761
Cars424.png,int8,93,0.0742188
KJD-0885.jpg,int8,69,0.0703125
Cars426.png,int8,70,0.0742188
Cars414.png,int8,70,0.0742188
Cars427.png,int8,69,0.0742188
Cars413.png,int8,69,0.0703125
LBS-2737.jpg,int8,70,0.0742188
Cars418.png,int8,69,0.0742188
Cars432.png,int8,69,0.0742188
Cars429.png,int8,69,0.0742188
IMG_0387.jpg,int8,70,0.0742188
CYU-8900.jpg,int8,70,0.0703125
Cars423.png,int8,69,0.0742188
Cars411.png,int8,69,0.0703125
Cars421.png,int8,70,0.0742188
JID-9361.jpg,int8,69,0.0742188
Cars419.png,int8,69,0.0742188
KVT-4240.jpg,int8,69,0.0703125
KPW-4317.jpg,int8,69,0.0742188
Cars405.png,int8,69,0.0742188
Cars422.png,int8,69,0.0742188
Cars428.png,int8,69,0.0742188
FJY-9514 (3).jpg,int8,69,0.0742188
Cars404.png,int8,93,0.0742188
Cars416.png,int8,69,0.0703125
Cars417.png,int8,70,0.0742188
Cars407.png,int8,69,0.0742188
DSQ-6618 (2).jpg,int8,70,0.0703125
Cars425.png,int8,70,0.0742188
Cars431.png,int8,70,0.0742188
Cars430.png,int8,69,0.0742188
HSY-3077.jpg,int8,69,0.0703125
Cars415.png,int8,69,0.0703125
IMG_0466.jpg,int8,69,0.0742188
Cars400.png,int8,70,0.0742188
KKK-2098.jpg,int8,71,0.0742188
Cars408.png,int8,70,0.0742188
Cars420.png,int8,69,0.0703125
Cars412.png,int8,70,0.0742188
Cars401.png,int8,71,0.0742188
Cars402.png,int8,70,0.0703125
AHH-0999.jpg,int8,70,0.0742188
IMG_0475.jpg,int8,69,0.078125
Cars409.png,int8,70,0.0703125
Cars410.png,int8,70,0.0742188
KZD-5187.jpg,int8,69,0.0703125
IMG_0467.jpg,int8,69,0.0703125
IMG_0470.jpg,int8,69,0.0742188
Cars406.png,int8,69,0.0742188
Cars403.png,int8,69,0.0703125
Cars424.png,float16,224,0.557441
KJD-0885.jpg,float16,216,0.814642
Cars426.png,float16,216,0.724317
Cars414.png,float16,216,0.0780889
Cars427.png,float16,216,0.0681421
Cars413.png,float16,216,0.235486
LBS-2737.jpg,float16,220,0.835588
Cars418.png,float16,219,0.735481
Cars432.png,float16,216,0.849984
Cars429.png,float16,218,0.182129
IMG_0387.jpg,float16,216,0.737543
CYU-8900.jpg,float16,217,0.690061
Cars423.png,float16,216,0.816426
Cars411.png,float16,217,0.849093
Cars421.png,float16,216,0.093755
JID-9361.jpg,float16,216,0.796111
Cars419.png,float16,216,0.907881
KVT-4240.jpg,float16,216,0.835399
KPW-4317.jpg,float16,215,0.876681
Cars405.png,float16,216,0.188903
Cars422.png,float16,216,0.0603472
Cars428.png,float16,216,0.908296
FJY-9514 (3).jpg,float16,216,0.83006
Cars404.png,float16,216,0.788538
Cars416.png,float16,216,0.197833
Cars417.png,float16,216,0.720533
Cars407.png,float16,219,0.335975
DSQ-6618 (2).jpg,float16,216,0.864287
Cars425.png,float16,216,0.906032
Cars431.png,float16,216,0.0748133
Cars430.png,float16,216,0.532557
HSY-3077.jpg,float16,217,0.793498
Cars415.png,float16,216,0.537754
IMG_0466.jpg,float16,216,0.719671
Cars400.png,float16,216,0.479281
KKK-2098.jpg,float16,216,0.356228
Cars408.png,float16,215,0.0798756
Cars420.png,float16,216,0.263072
Cars412.png,float16,216,0.901314
Cars401.png,float16,216,0.609274
Cars402.png,float16,215,0.111083
AHH-0999.jpg,float16,216,0.786096
IMG_0475.jpg,float16,216,0.779199
Cars409.png,float16,216,0.353228
Cars410.png,float16,216,0.805643
KZD-5187.jpg,float16,216,0.829752
IMG_0467.jpg,float16,221,0.712107
IMG_0470.jpg,float16,216,0.842269
Cars406.png,float16,216,0.884496
Cars403.png,float16,216,0.338023
